nome,tipo_1,tipo_2,hp,attack,defense,special_attack,special_defense,speed,dex_entry,cluster,cluster_nome,cluster_descricao,dex_entry_tratada
vaporeon,water,,130,65,60,110,95,65,"It prefers beautiful shores. With cells similar to water molecules, it could melt in water. When VAPOREON’s fins begin to vibrate, it is a sign that rain will come within a few hours. Its cell structure is similar to water molecules. It will melt away and become invis­ ible in water. Tests show that its cells closely resemble water molecules, which perhaps explains its ability to conceal its form while submerged. I believe the origins of mermaid folklore lie with this Pokémon. Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water. VAPOREON underwent a spontaneous mutation and grew fins and gills that allow them to live underwater. They have the ability to freely control water. When Vaporeon’s fins begin to vibrate, it is a sign that rain will come within a few hours. It detects nearby moisture with its fin. When its fin begins trembling rapidly, that means rain will fall in a few hours. Its cell composition is similar to water molecules. As a result, it can melt away into water. VAPOREON underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This POKéMON has the ability to freely control water. As it uses the fins on the tip of its tail to swim, it blends with the water perfectly. Its cell composition is similar to water molecules. As a result, it can’t be seen when it melts away into water. Its cell structure is similar to water molecules. It melts into the water and becomes invisible. It prefers beauti­ ful shores. With cells similar to water molecules, it could melt in water. Its body’s cellular structure is similar to the molecular composition of water. It can melt invisibly in water. Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid’s. Its cells are composed of units much like water molecules. It lives close to water and is often mistaken for a mermaid. It has evolved to be suitable for an aquatic life. It can invisibly melt away into water. Blending in with the water and erasing all signs of its presence, it patiently waits for its prey, fish Pokémon. Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's. Clean, clear waters are its usual habitat. When it’s about to be attacked by an invading enemy, it dives into the water to hide. When VAPOREON's fins begin to vi­ brate, it is a sign that rain will come within a few hours.",2,Colosso de Vitalidade,Os pesos-pesados. Destacam-se pelo HP altíssimo e grande resistência a danos especiais. Possuem os restantes dos atributos médios/altos.,prefer beauti shore cell similar water molecul could melt water vaporeon fin begin vibrat sign rain come within hour cell structur similar water molecul melt away becom invi ibl water test show cell close resembl water molecul perhap explain abil conceal form submerg believ origin mermaid folklor lie pokemon vaporeon underw spontan mutat grew fin gill allow live underwat pokemon abil freeli control water vaporeon underw spontan mutat grew fin gill allow live underwat abil freeli control water vaporeon fin begin vibrat sign rain come within hour detect nearbi moistur fin fin begin trembl rapid mean rain fall hour cell composit similar water molecul result melt away water vaporeon underw spontan mutat grew fin gill allow live underwat pokemon abil freeli control water use fin tip tail swim blend water perfect cell composit similar water molecul result seen melt away water cell structur similar water molecul melt water becom invis prefer beauti ful shore cell similar water molecul could melt water bodi cellular structur similar molecular composit water melt invis water live close water long tail ridg fin often mistaken mermaid cell compos unit much like water molecul live close water often mistaken mermaid evolv suitabl aquat life invis melt away water blend water eras sign presenc patient wait prey fish pokemon live close water long tail ridg fin often mistaken mermaid clean clear water usual habitat attack invad enemi dive water hide vaporeon fin begin vi brate sign rain come within hour
jolteon,electric,,65,65,60,110,95,130,"It controls 10,000-volt power and can raise all the fur on its body as if it were sharp needles. If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes. If agitated, it uses electricity to straighten out its fur and launch it in small bunches. Its fur stands on end, becoming like needles it fires at enemies. Once they’re weakened, it finishes them off with a 10,000 volt shock. JOLTEON’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the POKéMON to drop thunderbolts. The bristling fur is made of electrically charged needles. They send out electrical charges of about 10,000 volts. Because they are high-strung, it can be difficult to grow close to them. When its fur stands on end, that’s a sign it’s about to give off a jolt of electricity. Take care, as sometimes lightning strikes next to it, too. Its lungs contain an organ that creates electricity. The crackling sound of electricity can be heard when it exhales. Its cells generate weak power that is amplified by its fur’s static electricity to drop thunderbolts. The bristling fur is made of electrically charged needles. A sensitive POKé­ MON that easily becomes sad or angry. Every time its mood changes, it charges power. The negatively charged ions generated in its fur create a constant sparking noise. By storing electricity in its body, it can shoot its bristlelike fur like a barrage of missiles. It accumulates negative ions in the atmosphere to blast out 10,000-volt lightning bolts. It accumulates negative ions in the atmosphere to blast out 10000- volt lightning bolts. Every hair on its body starts to stand sharply on end if it becomes charged with electricity. A sensitive Pokémon that easily becomes sad or angry. Every time its mood changes, it charges power. It concentrates the weak electric charges emitted by its cells and launches wicked lightning bolts. Bristles its fur into sharp, needlelike points when enraged. One can hear electricity crackle in its breath when it exhales. Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",4,Atacante de Elite,Focados em finalizar batalhas. Combinam alta velocidade com grande poder de ataque e ataque especial.,control volt power rais fur bodi sharp needl anger startl fur bodi bristl like sharp needl pierc foe agit use electr straighten fur launch small bunch fur stand end becom like needl fire enemi weaken finish volt shock jolteon cell generat low level electr power amplifi static electr fur enabl pokemon drop thunderbolt bristl fur made electr charg needl send electr charg volt high strung difficult grow close fur stand end sign give jolt electr take care sometim lightn strike next lung contain organ creat electr crackl sound electr heard exhal cell generat weak power amplifi fur static electr drop thunderbolt bristl fur made electr charg needl sensit poke mon easili becom sad angri everi time mood chang charg power negat charg ion generat fur creat constant spark nois store electr bodi shoot bristlelik fur like barrag missil accumul negat ion atmospher blast volt lightn bolt accumul negat ion atmospher blast volt lightn bolt everi hair bodi start stand sharpli end becom charg electr sensit pokemon easili becom sad angri everi time mood chang charg power concentr weak electr charg emit cell launch wick lightn bolt bristl fur sharp needlelik point enrag one hear electr crackl breath exhal jolteon cell generat low level electr power amplifi static electr fur enabl pokemon drop thunderbolt bristl fur made electr charg needl
flareon,fire,,65,130,60,95,110,65,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees. It has a flame bag inside its body. After inhaling deeply, it blows out flames of nearly 3,100 degrees Fahrenheit. FLAREON’s fluffy fur releases heat into the air so that its body does not get excessively hot. Its body temperature can rise to a maximum of 1,650 degrees F. It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees. It has a flame chamber inside its body. It inhales, then blows out fire that is over 3,000F degrees. Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees F. FLAREON’s fluffy fur has a functional purpose - it releases heat into the air so that its body does not get excessively hot. This POKéMON’s body temperature can rise to a maximum of 1,650 degrees F. If it inhales deeply, that’s a sign it’s about to attack. Prepare to be hit by flames of over 3,000 degrees Fahrenheit! Its average body temperature is between 1,300 and 1,500 degrees Fahrenheit. In its internal flame sac, temperatures reach 3,000 degrees. It has a flame sac in its body. Its body temperature tops 1,650 degrees Fahrenheit before battle. It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees Fahrenheit. The flame chamber inside its body ignites when Flareon gets agitated, reaching temperatures of up to 1,650 degrees Fahrenheit. It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees Fahrenheit. It has a flame chamber inside its body. It inhales, then breathes out fire that is over 3,000 degrees Fahrenheit. Inhaled air is heated in the flame sac in its body to an intense fire over 3,000 degrees Fahrenheit. Flames burn within a saclike organ inside this Pokémon. When Flareon inhales, these flames grow in intensity, reaching a mighty 3,000 degrees Fahrenheit. When it catches prey or finds berries, it breathes fire on them until they’re well done, and then it gobbles them up. Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit. It has a flame bag inside its body. After inhaling deeply, it blows out flames of nearly 3,000 degrees Fahrenheit. When storing thermal energy in its body, its temperature can soar to over 1,600 degrees Fahrenheit. Once it has stored up enough heat, this POKéMON's body temperature can reach up to 1700 degrees. Once it has stored up enough heat, this Pokémon’s body temperature can reach up to 1,700 degrees Fahrenheit. It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees.",2,Colosso de Vitalidade,Os pesos-pesados. Destacam-se pelo HP altíssimo e grande resistência a danos especiais. Possuem os restantes dos atributos médios/altos.,store thermal energi bodi temperatur could soar degre flame bag insid bodi inhal deepli blow flame near degre fahrenheit flareon fluffi fur releas heat air bodi get excess hot bodi temperatur rise maximum degre f fluff fur collar cool bodi temperatur reach degre flame chamber insid bodi inhal blow fire degre inhal air carri flame sac heat exhal fire reach degre f flareon fluffi fur function purpos releas heat air bodi get excess hot pokemon bodi temperatur rise maximum degre f inhal deepli sign attack prepar hit flame degre fahrenheit averag bodi temperatur degre fahrenheit intern flame sac temperatur reach degre flame sac bodi bodi temperatur top degre fahrenheit battl store air inhal intern flame pouch heat degre fahrenheit flame chamber insid bodi ignit flareon get agit reach temperatur degre fahrenheit fluff fur collar cool bodi temperatur reach degre fahrenheit flame chamber insid bodi inhal breath fire degre fahrenheit inhal air heat flame sac bodi intens fire degre fahrenheit flame burn within saclik organ insid pokemon flareon inhal flame grow intens reach mighti degre fahrenheit catch prey find berri breath fire well done gobbl flareon fluffi fur function purpos releas heat air bodi get excess hot pokemon bodi temperatur rise maximum degre fahrenheit flame bag insid bodi inhal deepli blow flame near degre fahrenheit store thermal energi bodi temperatur soar degre fahrenheit store enough heat pokemon bodi temperatur reach degre store enough heat pokemon bodi temperatur reach degre fahrenheit store air inhal intern flame pouch heat degre
porygon,normal,,65,60,70,85,75,40,"The only Pokémon that people anticipate can fly into space. None has managed the feat yet, however. A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace. State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming. A man-made Pokémon that came about as a result of research. It is programmed with only basic motions. The only POKéMON people anticipate can fly into space. None has managed the feat yet, however. A manmade POKéMON that came about as a result of re­ search. It is pro­ grammed with only basic motions. This Pokémon was created using the cutting-edge science of 20 years ago, so many parts of it have since become obsolete. A POKéMON that consists entirely of programming code. It is capable of moving freely in cyberspace. It is capable of reverting itself entirely back to program data in order to enter cyberspace. A PORYGON is copy- protected so it cannot be duplicated. It is a manmade POKéMON. Since it doesn't breathe, people are eager to try it in any environment. It has no discernible heartbeat and does not seem to draw breath, and yet it appears to function without issue. I cannot even begin to explain this utterly bizarre anomaly. Roughly 20 years ago, it was artificially created, utilizing the latest technology of the time. Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying. A manmade Pokémon that came about as a result of research. It is programmed with only basic motions. Using the most advanced technologies, scientists finally succeeded in making the first artificial POKéMON. It was built 20 years ago by scientists who dreamed of exploring space. Their dreams have yet to come true. A Pokémon that consists entirely of programming code. It is capable of moving freely in cyberspace. The world’s first artificially created Pokémon. It can travel through electronic space. It is a manmade Pokémon. Since it doesn’t breathe, people are eager to try it in any environment. PORYGON is capable of reverting itself entirely back to program data and entering cyberspace. This POKéMON is copy-protected so it cannot be duplicated by copying. It can convert its body into digital data, which enables it to enter cyberspace. In recent years, this species has been very helpful in cyberspace. These Pokémon will go around checking to make sure no suspicious data exists. An artificial POKéMON created due to extensive research, it can perform only what is in its program. A man-made Pokémon created using advanced scientific means. It can move freely in cyberspace.",1,Equilibrado,"Pokémon equilibrados. Possuem atributos médios e consistentes, sem fraquezas gritantes. Costumam ser pokemons em fases iniciais de evolução.",pokemon peopl anticip fli space none manag feat yet howev pokemon consist entir program code capabl move freeli cyberspac state art technolog use creat porygon first artifici pokemon creat via comput program man made pokemon came result research program basic motion pokemon peopl anticip fli space none manag feat yet howev manmad pokemon came result search pro gram basic motion pokemon creat use cut edg scienc year ago mani part sinc becom obsolet pokemon consist entir program code capabl move freeli cyberspac capabl revert entir back program data order enter cyberspac porygon copi protect cannot duplic manmad pokemon sinc breath peopl eager tri environ discern heartbeat seem draw breath yet appear function without issu cannot even begin explain utter bizarr anomali rough year ago artifici creat util latest technolog time porygon capabl revert entir back program data enter cyberspac pokemon copi protect cannot duplic copi manmad pokemon came result research program basic motion use advanc technolog scientist final succeed make first artifici pokemon built year ago scientist dream explor space dream yet come true pokemon consist entir program code capabl move freeli cyberspac world first artifici creat pokemon travel electron space manmad pokemon sinc breath peopl eager tri environ porygon capabl revert entir back program data enter cyberspac pokemon copi protect cannot duplic copi convert bodi digit data enabl enter cyberspac recent year speci help cyberspac pokemon go around check make sure suspici data exist artifici pokemon creat due extens research perform program man made pokemon creat use advanc scientif mean move freeli cyberspac
omanyte,rock,water,35,40,100,90,55,35,"This Pokémon is a member of an ancient, extinct species. Omanyte paddles through water with its 10 tentacles, looking like it’s just drifting along. Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell. In prehistoric times, it swam on the sea floor, eating plankton. Its fossils are sometimes found. A Pokémon that was resurrected from a fossil using modern science. It swam in ancient seas. This POKéMON from ancient times is said to have navi­ gated the sea by adeptly twisting its 10 tentacles. A prehistoric Pokémon that lived in the primordial sea, it swims by twisting its 10 tentacles about. One of the ancient and long-since-extinct POKéMON that have been regenerated from fossils by humans. If attacked, it withdraws into its hard shell. An ancient Pokémon that was recovered from a fossil. It swam by cleverly twisting its 10 tentacles about. Revived from an ancient fossil, this Pokémon uses air stored in its shell to sink and rise in water. An ancient POKéMON that was recovered from a fossil. It swims by cleverly twisting its 10 tentacles about. Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem. This Pokémon from ancient times is said to have navigated the sea by adeptly twisting its 10 tentacles. It was restored from an ancient fossil. Those Helix Fossils are excavated from areas that were once oceans long, long ago. OMANYTE is one of the ancient and long- since-extinct POKéMON that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell. Omanyte lived in the seas of antiquity. Its fossils have been found bearing bite marks from Archeops, so apparently Archeops preyed on it. Although long extinct, in rare cases, it can be genetically resurrected from fossils. A prehistoric POKéMON that lived in the primordial sea, it swims by twisting its 10 tentacles about. Revived from an ancient fossil, this POKéMON uses air stored in its shell to sink and rise in water. Although long extinct, in rare cases, it can be genetically regenerated from fossils.",1,Equilibrado,"Pokémon equilibrados. Possuem atributos médios e consistentes, sem fraquezas gritantes. Costumam ser pokemons em fases iniciais de evolução.",pokemon member ancient extinct speci omanyt paddl water tentacl look like drift along omanyt one ancient long sinc extinct pokemon regener fossil peopl attack enemi withdraw insid hard shell prehistor time swam sea floor eat plankton fossil sometim found pokemon resurrect fossil use modern scienc swam ancient sea pokemon ancient time said navi gate sea adept twist tentacl prehistor pokemon live primordi sea swim twist tentacl one ancient long sinc extinct pokemon regener fossil human attack withdraw hard shell ancient pokemon recov fossil swam clever twist tentacl reviv ancient fossil pokemon use air store shell sink rise water ancient pokemon recov fossil swim clever twist tentacl omanyt manag escap restor releas wild peopl speci becom problem pokemon ancient time said navig sea adept twist tentacl restor ancient fossil helix fossil excav area ocean long long ago omanyt one ancient long sinc extinct pokemon regener fossil peopl attack enemi withdraw insid hard shell omanyt live sea antiqu fossil found bear bite mark archeop appar archeop prey although long extinct rare case genet resurrect fossil prehistor pokemon live primordi sea swim twist tentacl reviv ancient fossil pokemon use air store shell sink rise water although long extinct rare case genet regener fossil
omastar,rock,water,70,60,125,115,70,55,"A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey. Its heavy shell allowed it to reach only nearby food. This could be the reason it is extinct. Despite having strong fangs and tentacles, it went extinct when its heavy shell made it unable to catch prey. Apparently, it cracked SHELLDER's shell with its sharp fangs and sucked out the insides. It is thought that this Pokémon became extinct because its spiral shell grew too large. Apparently, it cracked SHELLDER’s shell with its sharp fangs and sucked out the insides. An OMASTAR uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large, making its movements slow and ponderous. Omastar’s sharp fangs could crush rock, but the Pokémon can attack only the prey that come within reach of its tentacles. Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food. Its sharp beak rings its mouth. Its shell was too big for it to move freely, so it became extinct. Sharp beaks ring its mouth. Its shell was too big for it to move freely, so it became extinct. It wraps its prey in its tentacles to immobilize them and then finishes them off with its sharp fangs. Its heavy shell is thought to be the reason this ancient Pokémon died out. It’s apparently a distant ancestor of Octillery. Its tentacles are highly developed as if they are hands and feet. As soon as it ensnares prey, it bites. Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous. Once wrapped around its prey, it never lets go. It eats the prey by tearing at it with sharp fangs. OMASTAR uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",0,Muralha Física,"Especialistas em defesa física. Aguentam golpes potentes, mas costumam ser lentos.",prehistor pokemon die heavi shell made imposs catch prey heavi shell allow reach nearbi food could reason extinct despit strong fang tentacl went extinct heavi shell made unabl catch prey appar crack shellder shell sharp fang suck insid thought pokemon becam extinct spiral shell grew larg appar crack shellder shell sharp fang suck insid omastar use tentacl captur prey believ becom extinct shell grew larg make movement slow ponder omastar sharp fang could crush rock pokemon attack prey come within reach tentacl weigh larg heavi shell omastar move fast say went extinct unabl catch food sharp beak ring mouth shell big move freeli becam extinct sharp beak ring mouth shell big move freeli becam extinct wrap prey tentacl immobil finish sharp fang heavi shell thought reason ancient pokemon die appar distant ancestor octilleri tentacl high develop hand feet soon ensnar prey bite omastar use tentacl captur prey believ becom extinct shell grew larg heavi caus movement becom slow ponder wrap around prey never let go eat prey tear sharp fang omastar use tentacl captur prey believ becom extinct shell grew larg heavi caus movement becom slow ponder
kabuto,rock,water,30,80,90,55,45,55,"This POKéMON lived in ancient times. On rare occasions, it has been discovered as a living fossil. This Pokémon lived in ancient times. On rare occasions, it has been discovered as a living fossil. Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years. It is a POKéMON that has been regenerated from a fossil. However, in rare cases, living examples have been discovered. KABUTO have not changed for 300 million years. A POKéMON that was recovered from a fossil. It uses the eyes on its back while hiding on the sea floor. KABUTO is a POKéMON that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The POKéMON has not changed at all for 300 million years. This Pokémon became extinct everywhere, except in a few areas. It protects itself with its hard shell. A Pokémon that was recovered from a fossil. It used the eyes on its back while hiding on the seafloor. This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder. This POKéMON was regenerated from the fossil of an ancient creature. It protects itself with a hard shell. On rare occasions, some have been found as fossils which they became while hiding on the ocean floor. While some say this species has gone extinct, Kabuto sightings are apparently fairly common in some places. A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago. A POKéMON that was regenerated from a fossil found in what was once the ocean floor long ago. This Pokémon was regenerated from the fossil of an ancient creature. It protects itself with a hard shell. Three hundred million years ago, it hid on the sea floor. It also has eyes on its back that glow. It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell. This Pokémon thrived 300 million years ago. It’s said that living specimens can still be seen in a certain region—a rare sight.",0,Muralha Física,"Especialistas em defesa física. Aguentam golpes potentes, mas costumam ser lentos.",pokemon live ancient time rare occas discov live fossil pokemon live ancient time rare occas discov live fossil kabuto pokemon regener fossil howev extrem rare case live exampl discov pokemon chang million year pokemon regener fossil howev rare case live exampl discov kabuto chang million year pokemon recov fossil use eye back hide sea floor kabuto pokemon regener fossil howev extrem rare case live exampl discov pokemon chang million year pokemon becam extinct everywher except area protect hard shell pokemon recov fossil use eye back hide seafloor speci almost entir extinct kabuto molt everi three day make shell harder harder pokemon regener fossil ancient creatur protect hard shell rare occas found fossil becam hide ocean floor say speci gone extinct kabuto sight appar fair common place pokemon resurrect fossil found ocean floor eon ago pokemon regener fossil found ocean floor long ago pokemon regener fossil ancient creatur protect hard shell three hundr million year ago hid sea floor also eye back glow thought inhabit beach million year ago protect stiff shell pokemon thrive million year ago said live specimen still seen certain region rare sight
kabutops,rock,water,60,115,105,65,70,80,"Its sleek shape is perfect for swim­ ming. It slashes prey with its claws and drains the body fluids. In the water, it tucks in its limbs to become more compact, then it wiggles its shell to swim fast. Its sleek shape is perfect for swimming. It slashes prey with its claws and drains their fluids. With sharp claws, this ferocious, ancient POKéMON rips apart prey and sucks their body fluids. With sharp claws, this ferocious, ancient Pokémon rips apart prey and sucks their body fluids. The cause behind the extinction of this species is unknown. Kabutops were aggressive Pokémon that inhabited warm seas. A slim and fast swimmer. It slices its prey with its sharp sickles and drinks the body fluids. Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs. A slim and fast swimmer. It sliced its prey with its sharp sickles and drank the body fluids. Its body had begun to change so it could function on land. But it didn’t adapt in time and went extinct. KABUTOPS swam underwater to hunt for its prey in ancient times. The POKéMON was apparently evolving from being a water-dweller to living on land as evident from the beginnings of change in its gills and legs. KABUTOPS once swam underwater to hunt  for prey. It was apparently evolving from being a water dweller to living on land as evident from changes in its gills and legs. It swims at speeds of roughly 29 knots, quickly closing in on its prey and slashing into them with its scythes to finish them off. Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon. It swims freely through water. It catches prey with its scythe-like arms and drains the victim’s fluids. It was able to swim quickly thro­ ugh the water by compactly folding up its razor-sharp sickles. It is thought that this Pokémon came onto land because its prey adapted to life on land.",0,Muralha Física,"Especialistas em defesa física. Aguentam golpes potentes, mas costumam ser lentos.",sleek shape perfect swim ming slash prey claw drain bodi fluid water tuck limb becom compact wiggl shell swim fast sleek shape perfect swim slash prey claw drain fluid sharp claw feroci ancient pokemon rip apart prey suck bodi fluid sharp claw feroci ancient pokemon rip apart prey suck bodi fluid caus behind extinct speci unknown kabutop aggress pokemon inhabit warm sea slim fast swimmer slice prey sharp sickl drink bodi fluid kabutop swam underwat hunt prey ancient time pokemon appar evolv water dweller live land evid begin chang gill leg slim fast swimmer slice prey sharp sickl drank bodi fluid bodi begun chang could function land adapt time went extinct kabutop swam underwat hunt prey ancient time pokemon appar evolv water dweller live land evid begin chang gill leg kabutop swam underwat hunt prey appar evolv water dweller live land evid chang gill leg swim speed rough knot quick close prey slash scyth finish kabutop slice prey apart suck fluid discard bodi part becom food pokemon swim freeli water catch prey scyth like arm drain victim fluid abl swim quick thro ugh water compact fold razor sharp sickl thought pokemon came onto land prey adapt life land
aerodactyl,rock,flying,80,105,65,60,75,130,"A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades. Restored from DNA found in amber, this Pokémon exhibited ferocity that was greater than expected. Some casualties resulted. This vicious Pokémon is said to have flown in ancient skies while shrieking high-pitched cries. It was regenerated from a dinosaur’s genetic matter that was found in amber. It flies with high-pitched cries. In prehistoric times, this POKéMON flew freely and fearlessly through the skies. Aerodactyl’s sawlike fangs can shred skin to tatters—even the skin of Steel-type Pokémon. Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times. A savage POKéMON that died out in ancient times. It was resurrected using DNA taken from amber. This vicious POKé­ MON is said to have flown in an­ cient skies while shrieking high- pitched cries. AERODACTYL is a POKéMON from the age of dinosaurs. It was regenerated from DNA extracted from amber. It is imagined to have been the king of the skies. A vicious Pokémon from the distant past, it appears to have flown by spreading its wings and gliding. A savage Pokémon that died out in ancient times. It was resurrected using DNA taken from amber. AERODACTYL is a POKéMON from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times. This is a ferocious Pokémon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen. It flew through the open skies over the ancient continent as if they were its own. When it touched ground, its walk was weak and slow. In ancient times, it ruled the skies. A widely accepted theory is that it went extinct due to a large meteor impact. A Pokémon from the age of the dinosaurs. It used its sawlike fangs to shred its prey before eating them. A ferocious, pre­ historic POKéMON that goes for the enemy's throat with its serrated saw-like fangs. A vicious POKéMON from the distant past, it appears to have flown by spreading its wings and gliding. A ferocious, prehistoric POKéMON that goes for the enemy’s throat with its serrated, sawlike fangs.",4,Atacante de Elite,Focados em finalizar batalhas. Combinam alta velocidade com grande poder de ataque e ataque especial.,pokemon roam sky dinosaur era teeth like saw blade restor dna found amber pokemon exhibit feroc greater expect casualti result vicious pokemon said flown ancient sky shriek high pitch cri regener dinosaur genet matter found amber fli high pitch cri prehistor time pokemon flew freeli fearless sky aerodactyl sawlik fang shred skin tatter even skin steel type pokemon aerodactyl pokemon age dinosaur regener genet materi extract amber imagin king sky ancient time savag pokemon die ancient time resurrect use dna taken amber vicious poke mon said flown cient sky shriek high pitch cri aerodactyl pokemon age dinosaur regener dna extract amber imagin king sky vicious pokemon distant past appear flown spread wing glide savag pokemon die ancient time resurrect use dna taken amber aerodactyl pokemon age dinosaur regener genet materi extract amber imagin king sky ancient time feroci pokemon ancient time appar even modern technolog incap produc perfect restor specimen flew open sky ancient contin touch ground walk weak slow ancient time rule sky wide accept theori went extinct due larg meteor impact pokemon age dinosaur use sawlik fang shred prey eat feroci pre histor pokemon goe enemi throat serrat saw like fang vicious pokemon distant past appear flown spread wing glide feroci prehistor pokemon goe enemi throat serrat sawlik fang
snorlax,normal,,160,110,65,65,110,30,"What sounds like its cry may actually be its snores or the rumblings of its hungry belly. It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep. It has no interest in anything other than eating. Even if you climb up on its stomach while it’s napping, it doesn’t seem to mind at all! This POKéMON's stomach is so strong, even eating moldy or rotten food will not affect it. Its stomach’s digestive juices can dissolve any kind of poison. It can even eat things off the ground. It eats nearly 900 pounds of food every day. It starts nodding off while eating—and continues to eat even while it’s asleep. Will eat anything, even if the food happens to be a little moldy. It never gets an upset stomach. Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful. Its stomach's di­ gestive juices can dissolve any kind of poison. It can even eat things off the ground. Its stomach can digest any kind of food, even if it happens to be moldy or rotten. SNORLAX’s typical day consists of nothing more than eating and sleeping. It is such a docile POKéMON that there are children who use its big belly as a place to play. It stops eating only to sleep. It doesn’t feel full unless it eats nearly 900 pounds a day. Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play. SNORLAX’s typical day consists of nothing more than eating and sleeping. It is such a docile POKéMON that there are children who use its expansive belly as a place to play. It doesn’t do anything other than eat and sleep. When prompted to make a serious effort, though, it apparently displays awesome power. Its stomach is said to be incomparably strong. Even Muk’s poison is nothing more than a hint of spice on Snorlax’s tongue. This Pokémon’s stomach is so strong, even eating moldy or rotten food will not affect it. This glutton appears in villages without warning and devours the entirety of their rice granaries—such occurrences have long been counted among the gravest of disasters. What sounds like its cry may ac­ tually be its snores or the rumblings of its hungry belly. When its belly is full, it becomes too lethargic to even lift a finger, so it is safe to bounce on its belly.",2,Colosso de Vitalidade,Os pesos-pesados. Destacam-se pelo HP altíssimo e grande resistência a danos especiais. Possuem os restantes dos atributos médios/altos.,sound like cri may actual snore rumbl hungri belli satisfi unless eat pound food everi day done eat goe prompt sleep interest anyth eat even climb stomach nap seem mind pokemon stomach strong even eat moldi rotten food affect stomach digest juic dissolv kind poison even eat thing ground eat near pound food everi day start nod eat continu eat even asleep eat anyth even food happen littl moldi never get upset stomach lazi eat sleep rotund bulk build becom steadili sloth stomach di gestiv juic dissolv kind poison even eat thing ground stomach digest kind food even happen moldi rotten snorlax typic day consist noth eat sleep docil pokemon children use big belli place play stop eat sleep feel full unless eat near pound day snorlax typic day consist noth eat sleep docil pokemon children use expans belli place play snorlax typic day consist noth eat sleep docil pokemon children use expans belli place play anyth eat sleep prompt make serious effort though appar display awesom power stomach said incompar strong even muk poison noth hint spice snorlax tongu pokemon stomach strong even eat moldi rotten food affect glutton appear villag without warn devour entireti rice granari occurr long count among gravest disast sound like cri may ac tualli snore rumbl hungri belli belli full becom letharg even lift finger safe bounc belli
